bairro,racial,renda,valor
Portal do Sol,Branca,Mais de 5 a 10 SM,222
Portal do Sol,Branca,Mais de 10 SM,213
Portal do Sol,Branca,Sem rendimento,668
Portal do Sol,Branca,Total,1767
Portal do Sol,Parda,Até 1/2 SM,81
Portal do Sol,Parda,Mais de 1/2 a 1 SM,329
Portal do Sol,Parda,Mais de 1 a 2 SM,186
Portal do Sol,Parda,Mais de 2 a 3 SM,64
Portal do Sol,Parda,Mais de 3 a 5 SM,76
Portal do Sol,Parda,Mais de 5 a 10 SM,106
Portal do Sol,Parda,Mais de 10 SM,68
Portal do Sol,Parda,Sem rendimento,662
Portal do Sol,Parda,Total,1572
Portal do Sol,Preta,Até 1/2 SM,16
Portal do Sol,Preta,Mais de 1/2 a 1 SM,30
Portal do Sol,Preta,Mais de 1 a 2 SM,15
Portal do Sol,Preta,Mais de 2 a 3 SM,2
Portal do Sol,Preta,Mais de 3 a 5 SM,6
Portal do Sol,Preta,Mais de 5 a 10 SM,1
Portal do Sol,Preta,Mais de 10 SM,4
Portal do Sol,Preta,Sem rendimento,39
Portal do Sol,Preta,Total,113
Portal do Sol,Indígena,Até 1/2 SM,2
Portal do Sol,Indígena,Mais de 1/2 a 1 SM,0
Portal do Sol,Indígena,Mais de 1 a 2 SM,2
Portal do Sol,Indígena,Mais de 2 a 3 SM,0
Portal do Sol,Indígena,Mais de 3 a 5 SM,0
Portal do Sol,Indígena,Mais de 5 a 10 SM,0
Portal do Sol,Indígena,Mais de 10 SM,0
Portal do Sol,Indígena,Sem rendimento,1
Portal do Sol,Indígena,Total,5
Portal do Sol,Amarela,Até 1/2 SM,4
Portal do Sol,Amarela,Mais de 1/2 a 1 SM,6
Portal do Sol,Amarela,Mais de 1 a 2 SM,8
Portal do Sol,Amarela,Mais de 2 a 3 SM,0
Portal do Sol,Amarela,Mais de 3 a 5 SM,2
Portal do Sol,Amarela,Mais de 5 a 10 SM,3
Portal do Sol,Amarela,Mais de 10 SM,2
Portal do Sol,Amarela,Sem rendimento,17
Portal do Sol,Amarela,Total,42
Portal do Sol,Total,Até 1/2 SM,131
Portal do Sol,Total,Mais de 1/2 a 1 SM,575
Portal do Sol,Total,Mais de 1 a 2 SM,417
Portal do Sol,Total,Mais de 2 a 3 SM,142
Portal do Sol,Total,Mais de 3 a 5 SM,228
Portal do Sol,Total,Mais de 5 a 10 SM,332
Portal do Sol,Total,Mais de 10 SM,287
Portal do Sol,Total,Sem rendimento,1387
Portal do Sol,Total,Total,3499
Roger,Branca,Até 1/2 SM,171
Roger,Branca,Mais de 1/2 a 1 SM,1048
Roger,Branca,Mais de 1 a 2 SM,609
Roger,Branca,Mais de 2 a 3 SM,151
Roger,Branca,Mais de 3 a 5 SM,142
Roger,Branca,Mais de 5 a 10 SM,92
Roger,Branca,Mais de 10 SM,31
Roger,Branca,Sem rendimento,1274
Roger,Branca,Total,3518
Roger,Parda,Até 1/2 SM,286
Roger,Parda,Mais de 1/2 a 1 SM,1289
Roger,Parda,Mais de 1 a 2 SM,508
Roger,Parda,Mais de 2 a 3 SM,93
Roger,Parda,Mais de 3 a 5 SM,85
Roger,Parda,Mais de 5 a 10 SM,52
Roger,Parda,Mais de 10 SM,8
Roger,Parda,Sem rendimento,1701
Roger,Parda,Total,4022
Roger,Preta,Até 1/2 SM,91
Roger,Preta,Mais de 1/2 a 1 SM,318
Roger,Preta,Mais de 1 a 2 SM,193
Roger,Preta,Mais de 2 a 3 SM,29
Roger,Preta,Mais de 3 a 5 SM,13
Roger,Preta,Mais de 5 a 10 SM,5
Roger,Preta,Mais de 10 SM,3
Roger,Preta,Sem rendimento,459
Roger,Preta,Total,1111
Roger,Indígena,Até 1/2 SM,3
Roger,Indígena,Mais de 1/2 a 1 SM,9
Roger,Indígena,Mais de 1 a 2 SM,16
Roger,Indígena,Mais de 2 a 3 SM,3
Roger,Indígena,Mais de 3 a 5 SM,0
Roger,Indígena,Mais de 5 a 10 SM,1
Roger,Indígena,Mais de 10 SM,0
Roger,Indígena,Sem rendimento,14
Roger,Indígena,Total,46
Roger,Amarela,Até 1/2 SM,19
Roger,Amarela,Mais de 1/2 a 1 SM,39
Roger,Amarela,Mais de 1 a 2 SM,25
Roger,Amarela,Mais de 2 a 3 SM,1
Roger,Amarela,Mais de 3 a 5 SM,1
Roger,Amarela,Mais de 5 a 10 SM,2
Roger,Amarela,Mais de 10 SM,0
Roger,Amarela,Sem rendimento,53
Roger,Amarela,Total,140
Roger,Total,Até 1/2 SM,570
Roger,Total,Mais de 1/2 a 1 SM,2703
Roger,Total,Mais de 1 a 2 SM,1351
Roger,Total,Mais de 2 a 3 SM,277
Roger,Total,Mais de 3 a 5 SM,241
Roger,Total,Mais de 5 a 10 SM,152
Roger,Total,Mais de 10 SM,42
Roger,Total,Sem rendimento,3501
Roger,Total,Total,8837
São José,Branca,Até 1/2 SM,154
São José,Branca,Mais de 1/2 a 1 SM,521
São José,Branca,Mais de 1 a 2 SM,152
São José,Branca,Mais de 2 a 3 SM,10
São José,Branca,Mais de 3 a 5 SM,3
São José,Branca,Mais de 5 a 10 SM,1
São José,Branca,Mais de 10 SM,0
São José,Branca,Sem rendimento,764
São José,Branca,Total,1605
São José,Parda,Até 1/2 SM,389
São José,Parda,Mais de 1/2 a 1 SM,1170
São José,Parda,Mais de 1 a 2 SM,273
São José,Parda,Mais de 2 a 3 SM,25
São José,Parda,Mais de 3 a 5 SM,8
São José,Parda,Mais de 5 a 10 SM,3
São José,Parda,Mais de 10 SM,1
São José,Parda,Sem rendimento,1654
São José,Parda,Total,3523
São José,Preta,Até 1/2 SM,49
São José,Preta,Mais de 1/2 a 1 SM,151
São José,Preta,Mais de 1 a 2 SM,49
São José,Preta,Mais de 2 a 3 SM,6
São José,Preta,Mais de 3 a 5 SM,0
São José,Preta,Mais de 5 a 10 SM,0
São José,Preta,Mais de 10 SM,0
São José,Preta,Sem rendimento,145
São José,Preta,Total,400
São José,Indígena,Até 1/2 SM,1
São José,Indígena,Mais de 1/2 a 1 SM,0
São José,Indígena,Mais de 1 a 2 SM,0
São José,Indígena,Mais de 2 a 3 SM,0
São José,Indígena,Mais de 3 a 5 SM,0
São José,Indígena,Mais de 5 a 10 SM,0
São José,Indígena,Mais de 10 SM,0
São José,Indígena,Sem rendimento,1
São José,Indígena,Total,2
São José,Amarela,Até 1/2 SM,4
São José,Amarela,Mais de 1/2 a 1 SM,24
São José,Amarela,Mais de 1 a 2 SM,8
São José,Amarela,Mais de 2 a 3 SM,0
São José,Amarela,Mais de 3 a 5 SM,0
São José,Amarela,Mais de 5 a 10 SM,0
São José,Amarela,Mais de 10 SM,0
São José,Amarela,Sem rendimento,37
São José,Amarela,Total,73
São José,Total,Até 1/2 SM,597
São José,Total,Mais de 1/2 a 1 SM,1866
São José,Total,Mais de 1 a 2 SM,482
São José,Total,Mais de 2 a 3 SM,41
São José,Total,Mais de 3 a 5 SM,11
São José,Total,Mais de 5 a 10 SM,4
São José,Total,Mais de 10 SM,1
São José,Total,Sem rendimento,2601
São José,Total,Total,5603
Tambaú,Branca,Até 1/2 SM,38
Tambaú,Branca,Mais de 1/2 a 1 SM,411
Tambaú,Branca,Mais de 1 a 2 SM,487
Tambaú,Branca,Mais de 2 a 3 SM,346
Tambaú,Branca,Mais de 3 a 5 SM,558
Tambaú,Branca,Mais de 5 a 10 SM,1165
Tambaú,Branca,Mais de 10 SM,1150
Tambaú,Branca,Sem rendimento,1893
Tambaú,Branca,Total,6048
Tambaú,Parda,Até 1/2 SM,39
Tambaú,Parda,Mais de 1/2 a 1 SM,445
Tambaú,Parda,Mais de 1 a 2 SM,299
Tambaú,Parda,Mais de 2 a 3 SM,145
Tambaú,Parda,Mais de 3 a 5 SM,216
Tambaú,Parda,Mais de 5 a 10 SM,439
Tambaú,Parda,Mais de 10 SM,418
Tambaú,Parda,Sem rendimento,796
Tambaú,Parda,Total,2797
Tambaú,Preta,Até 1/2 SM,5
Tambaú,Preta,Mais de 1/2 a 1 SM,73
Tambaú,Preta,Mais de 1 a 2 SM,36
Tambaú,Preta,Mais de 2 a 3 SM,10
Tambaú,Preta,Mais de 3 a 5 SM,14
Tambaú,Preta,Mais de 5 a 10 SM,22
Tambaú,Preta,Mais de 10 SM,24
Tambaú,Preta,Sem rendimento,74
Tambaú,Preta,Total,258
Tambaú,Indígena,Até 1/2 SM,0
Tambaú,Indígena,Mais de 1/2 a 1 SM,9
Tambaú,Indígena,Mais de 1 a 2 SM,8
Tambaú,Indígena,Mais de 2 a 3 SM,4
Tambaú,Indígena,Mais de 3 a 5 SM,1
Tambaú,Indígena,Mais de 5 a 10 SM,3
Tambaú,Indígena,Mais de 10 SM,3
Tambaú,Indígena,Sem rendimento,7
Tambaú,Indígena,Total,35
Tambaú,Amarela,Até 1/2 SM,0
Tambaú,Amarela,Mais de 1/2 a 1 SM,14
Tambaú,Amarela,Mais de 1 a 2 SM,10
Tambaú,Amarela,Mais de 2 a 3 SM,14
Tambaú,Amarela,Mais de 3 a 5 SM,10
Tambaú,Amarela,Mais de 5 a 10 SM,14
Tambaú,Amarela,Mais de 10 SM,12
Tambaú,Amarela,Sem rendimento,31
Tambaú,Amarela,Total,105
Tambaú,Total,Até 1/2 SM,82
Tambaú,Total,Mais de 1/2 a 1 SM,952
Tambaú,Total,Mais de 1 a 2 SM,840
Tambaú,Total,Mais de 2 a 3 SM,519
Tambaú,Total,Mais de 3 a 5 SM,799
Tambaú,Total,Mais de 5 a 10 SM,1643
Tambaú,Total,Mais de 10 SM,1608
Tambaú,Total,Sem rendimento,2801
Tambaú,Total,Total,9244
Tambauzinho,Branca,Até 1/2 SM,33
Tambauzinho,Branca,Mais de 1/2 a 1 SM,279
Tambauzinho,Branca,Mais de 1 a 2 SM,282
Tambauzinho,Branca,Mais de 2 a 3 SM,214
Tambauzinho,Branca,Mais de 3 a 5 SM,283
Tambauzinho,Branca,Mais de 5 a 10 SM,421
Tambauzinho,Branca,Mais de 10 SM,259
Tambauzinho,Branca,Sem rendimento,779
Tambauzinho,Branca,Total,2550
Tambauzinho,Parda,Até 1/2 SM,58
Tambauzinho,Parda,Mais de 1/2 a 1 SM,276
Tambauzinho,Parda,Mais de 1 a 2 SM,191
Tambauzinho,Parda,Mais de 2 a 3 SM,93
Tambauzinho,Parda,Mais de 3 a 5 SM,128
Tambauzinho,Parda,Mais de 5 a 10 SM,211
Tambauzinho,Parda,Mais de 10 SM,120
Tambauzinho,Parda,Sem rendimento,501
Tambauzinho,Parda,Total,1578
Tambauzinho,Preta,Até 1/2 SM,17
Tambauzinho,Preta,Mais de 1/2 a 1 SM,95
Tambauzinho,Preta,Mais de 1 a 2 SM,35
Tambauzinho,Preta,Mais de 2 a 3 SM,4
Tambauzinho,Preta,Mais de 3 a 5 SM,15
Tambauzinho,Preta,Mais de 5 a 10 SM,17
Tambauzinho,Preta,Mais de 10 SM,10
Tambauzinho,Preta,Sem rendimento,73
Tambauzinho,Preta,Total,266
Tambauzinho,Indígena,Até 1/2 SM,0
Tambauzinho,Indígena,Mais de 1/2 a 1 SM,0
Tambauzinho,Indígena,Mais de 1 a 2 SM,2
Tambauzinho,Indígena,Mais de 2 a 3 SM,0
Tambauzinho,Indígena,Mais de 3 a 5 SM,0
Tambauzinho,Indígena,Mais de 5 a 10 SM,0
Tambauzinho,Indígena,Mais de 10 SM,0
Tambauzinho,Indígena,Sem rendimento,1
Tambauzinho,Indígena,Total,3
Tambauzinho,Amarela,Até 1/2 SM,0
Tambauzinho,Amarela,Mais de 1/2 a 1 SM,4
Tambauzinho,Amarela,Mais de 1 a 2 SM,6
Tambauzinho,Amarela,Mais de 2 a 3 SM,3
Tambauzinho,Amarela,Mais de 3 a 5 SM,12
Tambauzinho,Amarela,Mais de 5 a 10 SM,3
Tambauzinho,Amarela,Mais de 10 SM,3
Tambauzinho,Amarela,Sem rendimento,22
Tambauzinho,Amarela,Total,53
Tambauzinho,Total,Até 1/2 SM,108
Tambauzinho,Total,Mais de 1/2 a 1 SM,654
Tambauzinho,Total,Mais de 1 a 2 SM,516
Tambauzinho,Total,Mais de 2 a 3 SM,314
Tambauzinho,Total,Mais de 3 a 5 SM,438
Tambauzinho,Total,Mais de 5 a 10 SM,652
Tambauzinho,Total,Mais de 10 SM,392
Tambauzinho,Total,Sem rendimento,1376
Tambauzinho,Total,Total,4450
Tambiá,Branca,Até 1/2 SM,20
Tambiá,Branca,Mais de 1/2 a 1 SM,251
Tambiá,Branca,Mais de 1 a 2 SM,209
Tambiá,Branca,Mais de 2 a 3 SM,98
Tambiá,Branca,Mais de 3 a 5 SM,96
Tambiá,Branca,Mais de 5 a 10 SM,84
Tambiá,Branca,Mais de 10 SM,24
Tambiá,Branca,Sem rendimento,394
Tambiá,Branca,Total,1176
Tambiá,Parda,Até 1/2 SM,30
Tambiá,Parda,Mais de 1/2 a 1 SM,199
Tambiá,Parda,Mais de 1 a 2 SM,185
Tambiá,Parda,Mais de 2 a 3 SM,78
Tambiá,Parda,Mais de 3 a 5 SM,61
Tambiá,Parda,Mais de 5 a 10 SM,40
Tambiá,Parda,Mais de 10 SM,8
Tambiá,Parda,Sem rendimento,288
Tambiá,Parda,Total,889
Tambiá,Preta,Até 1/2 SM,5
Tambiá,Preta,Mais de 1/2 a 1 SM,39
Tambiá,Preta,Mais de 1 a 2 SM,18
Tambiá,Preta,Mais de 2 a 3 SM,11
Tambiá,Preta,Mais de 3 a 5 SM,8
Tambiá,Preta,Mais de 5 a 10 SM,2
Tambiá,Preta,Mais de 10 SM,0
Tambiá,Preta,Sem rendimento,51
Tambiá,Preta,Total,134
Tambiá,Indígena,Até 1/2 SM,1
Tambiá,Indígena,Mais de 1/2 a 1 SM,0
Tambiá,Indígena,Mais de 1 a 2 SM,1
Tambiá,Indígena,Mais de 2 a 3 SM,0
Tambiá,Indígena,Mais de 3 a 5 SM,0
Tambiá,Indígena,Mais de 5 a 10 SM,0
Tambiá,Indígena,Mais de 10 SM,0
Tambiá,Indígena,Sem rendimento,0
Tambiá,Indígena,Total,2
Tambiá,Amarela,Até 1/2 SM,0
Tambiá,Amarela,Mais de 1/2 a 1 SM,2
Tambiá,Amarela,Mais de 1 a 2 SM,9
Tambiá,Amarela,Mais de 2 a 3 SM,1
Tambiá,Amarela,Mais de 3 a 5 SM,2
Tambiá,Amarela,Mais de 5 a 10 SM,1
Tambiá,Amarela,Mais de 10 SM,0
Tambiá,Amarela,Sem rendimento,9
Tambiá,Amarela,Total,24
Tambiá,Total,Até 1/2 SM,56
Tambiá,Total,Mais de 1/2 a 1 SM,491
Tambiá,Total,Mais de 1 a 2 SM,422
Tambiá,Total,Mais de 2 a 3 SM,188
Tambiá,Total,Mais de 3 a 5 SM,167
Tambiá,Total,Mais de 5 a 10 SM,127
Tambiá,Total,Mais de 10 SM,32
Tambiá,Total,Sem rendimento,742
Tambiá,Total,Total,2225
Torre,Branca,Até 1/2 SM,144
Torre,Branca,Mais de 1/2 a 1 SM,1336
Torre,Branca,Mais de 1 a 2 SM,1161
Torre,Branca,Mais de 2 a 3 SM,541
Torre,Branca,Mais de 3 a 5 SM,602
Torre,Branca,Mais de 5 a 10 SM,517
Torre,Branca,Mais de 10 SM,189
Torre,Branca,Sem rendimento,2109
Torre,Branca,Total,6599
Torre,Parda,Até 1/2 SM,209
Torre,Parda,Mais de 1/2 a 1 SM,1602
Torre,Parda,Mais de 1 a 2 SM,1156
Torre,Parda,Mais de 2 a 3 SM,412
Torre,Parda,Mais de 3 a 5 SM,415
Torre,Parda,Mais de 5 a 10 SM,347
Torre,Parda,Mais de 10 SM,94
Torre,Parda,Sem rendimento,1934
Torre,Parda,Total,6169
Torre,Preta,Até 1/2 SM,23
Torre,Preta,Mais de 1/2 a 1 SM,212
Torre,Preta,Mais de 1 a 2 SM,130
Torre,Preta,Mais de 2 a 3 SM,52
Torre,Preta,Mais de 3 a 5 SM,40
Torre,Preta,Mais de 5 a 10 SM,29
Torre,Preta,Mais de 10 SM,6
Torre,Preta,Sem rendimento,162
Torre,Preta,Total,654
Torre,Indígena,Até 1/2 SM,3
Torre,Indígena,Mais de 1/2 a 1 SM,24
Torre,Indígena,Mais de 1 a 2 SM,7
Torre,Indígena,Mais de 2 a 3 SM,7
Torre,Indígena,Mais de 3 a 5 SM,2
Torre,Indígena,Mais de 5 a 10 SM,1
Torre,Indígena,Mais de 10 SM,1
Torre,Indígena,Sem rendimento,17
Torre,Indígena,Total,62
Torre,Amarela,Até 1/2 SM,5
Torre,Amarela,Mais de 1/2 a 1 SM,62
Torre,Amarela,Mais de 1 a 2 SM,45
Torre,Amarela,Mais de 2 a 3 SM,16
Torre,Amarela,Mais de 3 a 5 SM,10
Torre,Amarela,Mais de 5 a 10 SM,10
Torre,Amarela,Mais de 10 SM,2
Torre,Amarela,Sem rendimento,61
Torre,Amarela,Total,211
Torre,Total,Até 1/2 SM,384
Torre,Total,Mais de 1/2 a 1 SM,3236
Torre,Total,Mais de 1 a 2 SM,2499
Torre,Total,Mais de 2 a 3 SM,1028
Torre,Total,Mais de 3 a 5 SM,1069
Torre,Total,Mais de 5 a 10 SM,904
Torre,Total,Mais de 10 SM,292
Torre,Total,Sem rendimento,4283
Torre,Total,Total,13695
Treze de Maio,Branca,Até 1/2 SM,83
Treze de Maio,Branca,Mais de 1/2 a 1 SM,576
Treze de Maio,Branca,Mais de 1 a 2 SM,542
Treze de Maio,Branca,Mais de 2 a 3 SM,278
Treze de Maio,Branca,Mais de 3 a 5 SM,342
Treze de Maio,Branca,Mais de 5 a 10 SM,315
Treze de Maio,Branca,Mais de 10 SM,141
Treze de Maio,Branca,Sem rendimento,1149
Treze de Maio,Branca,Total,3426
Treze de Maio,Parda,Até 1/2 SM,180
Treze de Maio,Parda,Mais de 1/2 a 1 SM,716
Treze de Maio,Parda,Mais de 1 a 2 SM,489
Treze de Maio,Parda,Mais de 2 a 3 SM,186
Treze de Maio,Parda,Mais de 3 a 5 SM,169
Treze de Maio,Parda,Mais de 5 a 10 SM,163
Treze de Maio,Parda,Mais de 10 SM,43
Treze de Maio,Parda,Sem rendimento,1052
Treze de Maio,Parda,Total,2998
Treze de Maio,Preta,Até 1/2 SM,16
Treze de Maio,Preta,Mais de 1/2 a 1 SM,95
Treze de Maio,Preta,Mais de 1 a 2 SM,49
Treze de Maio,Preta,Mais de 2 a 3 SM,18
Treze de Maio,Preta,Mais de 3 a 5 SM,9
Treze de Maio,Preta,Mais de 5 a 10 SM,10
Treze de Maio,Preta,Mais de 10 SM,4
Treze de Maio,Preta,Sem rendimento,85
Treze de Maio,Preta,Total,286
Treze de Maio,Indígena,Até 1/2 SM,5
Treze de Maio,Indígena,Mais de 1/2 a 1 SM,5
Treze de Maio,Indígena,Mais de 1 a 2 SM,1
Treze de Maio,Indígena,Mais de 2 a 3 SM,0
Treze de Maio,Indígena,Mais de 3 a 5 SM,0
Treze de Maio,Indígena,Mais de 5 a 10 SM,2
Treze de Maio,Indígena,Mais de 10 SM,0
Treze de Maio,Indígena,Sem rendimento,4
Treze de Maio,Indígena,Total,17
Treze de Maio,Amarela,Até 1/2 SM,7
Treze de Maio,Amarela,Mais de 1/2 a 1 SM,29
Treze de Maio,Amarela,Mais de 1 a 2 SM,22
Treze de Maio,Amarela,Mais de 2 a 3 SM,4
Treze de Maio,Amarela,Mais de 3 a 5 SM,7
Treze de Maio,Amarela,Mais de 5 a 10 SM,2
Treze de Maio,Amarela,Mais de 10 SM,3
Treze de Maio,Amarela,Sem rendimento,35
Treze de Maio,Amarela,Total,109
Treze de Maio,Total,Até 1/2 SM,291
Treze de Maio,Total,Mais de 1/2 a 1 SM,1421
Treze de Maio,Total,Mais de 1 a 2 SM,1103
Treze de Maio,Total,Mais de 2 a 3 SM,486
Treze de Maio,Total,Mais de 3 a 5 SM,527
Treze de Maio,Total,Mais de 5 a 10 SM,492
Treze de Maio,Total,Mais de 10 SM,191
Treze de Maio,Total,Sem rendimento,2325
Treze de Maio,Total,Total,6836
Trincheiras,Branca,Até 1/2 SM,146
Trincheiras,Branca,Mais de 1/2 a 1 SM,615
Trincheiras,Branca,Mais de 1 a 2 SM,330
Trincheiras,Branca,Mais de 2 a 3 SM,97
Trincheiras,Branca,Mais de 3 a 5 SM,60
Trincheiras,Branca,Mais de 5 a 10 SM,67
Trincheiras,Branca,Mais de 10 SM,13
Trincheiras,Branca,Sem rendimento,890
Trincheiras,Branca,Total,2218
Trincheiras,Parda,Até 1/2 SM,254
Trincheiras,Parda,Mais de 1/2 a 1 SM,885
Trincheiras,Parda,Mais de 1 a 2 SM,355
Trincheiras,Parda,Mais de 2 a 3 SM,99
Trincheiras,Parda,Mais de 3 a 5 SM,66
Trincheiras,Parda,Mais de 5 a 10 SM,37
Trincheiras,Parda,Mais de 10 SM,10
Trincheiras,Parda,Sem rendimento,1364
Trincheiras,Parda,Total,3070
Trincheiras,Preta,Até 1/2 SM,57
Trincheiras,Preta,Mais de 1/2 a 1 SM,167
Trincheiras,Preta,Mais de 1 a 2 SM,67
Trincheiras,Preta,Mais de 2 a 3 SM,12
Trincheiras,Preta,Mais de 3 a 5 SM,11
Trincheiras,Preta,Mais de 5 a 10 SM,7
Trincheiras,Preta,Mais de 10 SM,0
Trincheiras,Preta,Sem rendimento,170
Trincheiras,Preta,Total,491
Trincheiras,Indígena,Até 1/2 SM,2
Trincheiras,Indígena,Mais de 1/2 a 1 SM,11
Trincheiras,Indígena,Mais de 1 a 2 SM,4
Trincheiras,Indígena,Mais de 2 a 3 SM,0
Trincheiras,Indígena,Mais de 3 a 5 SM,2
Trincheiras,Indígena,Mais de 5 a 10 SM,0
Trincheiras,Indígena,Mais de 10 SM,0
Trincheiras,Indígena,Sem rendimento,7
Trincheiras,Indígena,Total,26
Trincheiras,Amarela,Até 1/2 SM,8
Trincheiras,Amarela,Mais de 1/2 a 1 SM,16
Trincheiras,Amarela,Mais de 1 a 2 SM,15
Trincheiras,Amarela,Mais de 2 a 3 SM,5
Trincheiras,Amarela,Mais de 3 a 5 SM,2
Trincheiras,Amarela,Mais de 5 a 10 SM,1
Trincheiras,Amarela,Mais de 10 SM,0
Trincheiras,Amarela,Sem rendimento,39
Trincheiras,Amarela,Total,86
Trincheiras,Total,Até 1/2 SM,467
Trincheiras,Total,Mais de 1/2 a 1 SM,1694
Trincheiras,Total,Mais de 1 a 2 SM,771
Trincheiras,Total,Mais de 2 a 3 SM,213
Trincheiras,Total,Mais de 3 a 5 SM,141
Trincheiras,Total,Mais de 5 a 10 SM,112
Trincheiras,Total,Mais de 10 SM,23
Trincheiras,Total,Sem rendimento,2470
Trincheiras,Total,Total,5891
Valentina,Branca,Até 1/2 SM,316
Valentina,Branca,Mais de 1/2 a 1 SM,2100
Valentina,Branca,Mais de 1 a 2 SM,1870
Valentina,Branca,Mais de 2 a 3 SM,576
Valentina,Branca,Mais de 3 a 5 SM,383
Valentina,Branca,Mais de 5 a 10 SM,220
Valentina,Branca,Mais de 10 SM,24
Valentina,Branca,Sem rendimento,3221
Valentina,Branca,Total,8710
Valentina,Parda,Até 1/2 SM,379
Valentina,Parda,Mais de 1/2 a 1 SM,2302
Valentina,Parda,Mais de 1 a 2 SM,1720
Valentina,Parda,Mais de 2 a 3 SM,585
Valentina,Parda,Mais de 3 a 5 SM,419
Valentina,Parda,Mais de 5 a 10 SM,191
Valentina,Parda,Mais de 10 SM,28
Valentina,Parda,Sem rendimento,3371
Valentina,Parda,Total,8995
Valentina,Preta,Até 1/2 SM,90
Valentina,Preta,Mais de 1/2 a 1 SM,428
Valentina,Preta,Mais de 1 a 2 SM,269
Valentina,Preta,Mais de 2 a 3 SM,97
Valentina,Preta,Mais de 3 a 5 SM,59
Valentina,Preta,Mais de 5 a 10 SM,41
Valentina,Preta,Mais de 10 SM,4
Valentina,Preta,Sem rendimento,463
Valentina,Preta,Total,1451
Valentina,Indígena,Até 1/2 SM,1
Valentina,Indígena,Mais de 1/2 a 1 SM,15
Valentina,Indígena,Mais de 1 a 2 SM,6
Valentina,Indígena,Mais de 2 a 3 SM,3
Valentina,Indígena,Mais de 3 a 5 SM,3
Valentina,Indígena,Mais de 5 a 10 SM,2
Valentina,Indígena,Mais de 10 SM,1
Valentina,Indígena,Sem rendimento,12
Valentina,Indígena,Total,43
Valentina,Amarela,Até 1/2 SM,31
Valentina,Amarela,Mais de 1/2 a 1 SM,91
Valentina,Amarela,Mais de 1 a 2 SM,75
Valentina,Amarela,Mais de 2 a 3 SM,17
Valentina,Amarela,Mais de 3 a 5 SM,15
Valentina,Amarela,Mais de 5 a 10 SM,9
Valentina,Amarela,Mais de 10 SM,1
Valentina,Amarela,Sem rendimento,159
Valentina,Amarela,Total,398
Valentina,Total,Até 1/2 SM,817
Valentina,Total,Mais de 1/2 a 1 SM,4936
Valentina,Total,Mais de 1 a 2 SM,3940
Valentina,Total,Mais de 2 a 3 SM,1278
Valentina,Total,Mais de 3 a 5 SM,879
Valentina,Total,Mais de 5 a 10 SM,463
Valentina,Total,Mais de 10 SM,58
Valentina,Total,Sem rendimento,7226
Valentina,Total,Total,19597
Varadouro,Branca,Até 1/2 SM,73
Varadouro,Branca,Mais de 1/2 a 1 SM,424
Varadouro,Branca,Mais de 1 a 2 SM,258
Varadouro,Branca,Mais de 2 a 3 SM,48
Varadouro,Branca,Mais de 3 a 5 SM,35
Varadouro,Branca,Mais de 5 a 10 SM,18
Varadouro,Branca,Mais de 10 SM,5
Varadouro,Branca,Sem rendimento,487
Varadouro,Branca,Total,1348
Varadouro,Parda,Até 1/2 SM,98
Varadouro,Parda,Mais de 1/2 a 1 SM,529
Varadouro,Parda,Mais de 1 a 2 SM,255
Varadouro,Parda,Mais de 2 a 3 SM,36
Varadouro,Parda,Mais de 3 a 5 SM,27
Varadouro,Parda,Mais de 5 a 10 SM,18
Varadouro,Parda,Mais de 10 SM,4
Varadouro,Parda,Sem rendimento,610
Varadouro,Parda,Total,1577
Varadouro,Preta,Até 1/2 SM,12
Varadouro,Preta,Mais de 1/2 a 1 SM,57
Varadouro,Preta,Mais de 1 a 2 SM,26
Varadouro,Preta,Mais de 2 a 3 SM,8
Varadouro,Preta,Mais de 3 a 5 SM,5
Varadouro,Preta,Mais de 5 a 10 SM,2
Varadouro,Preta,Mais de 10 SM,1
Varadouro,Preta,Sem rendimento,68
Varadouro,Preta,Total,179
Varadouro,Indígena,Até 1/2 SM,2
Varadouro,Indígena,Mais de 1/2 a 1 SM,3
Varadouro,Indígena,Mais de 1 a 2 SM,1
Varadouro,Indígena,Mais de 2 a 3 SM,0
Varadouro,Indígena,Mais de 3 a 5 SM,1
Varadouro,Indígena,Mais de 5 a 10 SM,0
Varadouro,Indígena,Mais de 10 SM,0
Varadouro,Indígena,Sem rendimento,10
Varadouro,Indígena,Total,17
Varadouro,Amarela,Até 1/2 SM,6
Varadouro,Amarela,Mais de 1/2 a 1 SM,15
Varadouro,Amarela,Mais de 1 a 2 SM,7
Varadouro,Amarela,Mais de 2 a 3 SM,2
Varadouro,Amarela,Mais de 3 a 5 SM,2
Varadouro,Amarela,Mais de 5 a 10 SM,1
Varadouro,Amarela,Mais de 10 SM,0
Varadouro,Amarela,Sem rendimento,27
Varadouro,Amarela,Total,60
Varadouro,Total,Até 1/2 SM,191
Varadouro,Total,Mais de 1/2 a 1 SM,1028
Varadouro,Total,Mais de 1 a 2 SM,547
Varadouro,Total,Mais de 2 a 3 SM,94
Varadouro,Total,Mais de 3 a 5 SM,70
Varadouro,Total,Mais de 5 a 10 SM,39
Varadouro,Total,Mais de 10 SM,10
Varadouro,Total,Sem rendimento,1202
Varadouro,Total,Total,3181
Varjão,Branca,Até 1/2 SM,317
Varjão,Branca,Mais de 1/2 a 1 SM,1492
