bairro,racial,renda,valor
Ernani Sátiro,Parda,Mais de 5 a 10 SM,41
Ernani Sátiro,Parda,Mais de 10 SM,2
Ernani Sátiro,Parda,Sem rendimento,1673
Ernani Sátiro,Parda,Total,4269
Ernani Sátiro,Preta,Até 1/2 SM,23
Ernani Sátiro,Preta,Mais de 1/2 a 1 SM,119
Ernani Sátiro,Preta,Mais de 1 a 2 SM,100
Ernani Sátiro,Preta,Mais de 2 a 3 SM,30
Ernani Sátiro,Preta,Mais de 3 a 5 SM,13
Ernani Sátiro,Preta,Mais de 5 a 10 SM,9
Ernani Sátiro,Preta,Mais de 10 SM,1
Ernani Sátiro,Preta,Sem rendimento,140
Ernani Sátiro,Preta,Total,435
Ernani Sátiro,Indígena,Até 1/2 SM,0
Ernani Sátiro,Indígena,Mais de 1/2 a 1 SM,5
Ernani Sátiro,Indígena,Mais de 1 a 2 SM,1
Ernani Sátiro,Indígena,Mais de 2 a 3 SM,0
Ernani Sátiro,Indígena,Mais de 3 a 5 SM,0
Ernani Sátiro,Indígena,Mais de 5 a 10 SM,0
Ernani Sátiro,Indígena,Mais de 10 SM,0
Ernani Sátiro,Indígena,Sem rendimento,0
Ernani Sátiro,Indígena,Total,6
Ernani Sátiro,Amarela,Até 1/2 SM,5
Ernani Sátiro,Amarela,Mais de 1/2 a 1 SM,26
Ernani Sátiro,Amarela,Mais de 1 a 2 SM,22
Ernani Sátiro,Amarela,Mais de 2 a 3 SM,9
Ernani Sátiro,Amarela,Mais de 3 a 5 SM,9
Ernani Sátiro,Amarela,Mais de 5 a 10 SM,1
Ernani Sátiro,Amarela,Mais de 10 SM,0
Ernani Sátiro,Amarela,Sem rendimento,39
Ernani Sátiro,Amarela,Total,111
Ernani Sátiro,Total,Até 1/2 SM,365
Ernani Sátiro,Total,Mais de 1/2 a 1 SM,2053
Ernani Sátiro,Total,Mais de 1 a 2 SM,1471
Ernani Sátiro,Total,Mais de 2 a 3 SM,382
Ernani Sátiro,Total,Mais de 3 a 5 SM,213
Ernani Sátiro,Total,Mais de 5 a 10 SM,84
Ernani Sátiro,Total,Mais de 10 SM,7
Ernani Sátiro,Total,Sem rendimento,2866
Ernani Sátiro,Total,Total,7441
Ernesto Geisel,Branca,Até 1/2 SM,131
Ernesto Geisel,Branca,Mais de 1/2 a 1 SM,1058
Ernesto Geisel,Branca,Mais de 1 a 2 SM,1323
Ernesto Geisel,Branca,Mais de 2 a 3 SM,510
Ernesto Geisel,Branca,Mais de 3 a 5 SM,440
Ernesto Geisel,Branca,Mais de 5 a 10 SM,262
Ernesto Geisel,Branca,Mais de 10 SM,30
Ernesto Geisel,Branca,Sem rendimento,1929
Ernesto Geisel,Branca,Total,5683
Ernesto Geisel,Parda,Até 1/2 SM,158
Ernesto Geisel,Parda,Mais de 1/2 a 1 SM,1185
Ernesto Geisel,Parda,Mais de 1 a 2 SM,1395
Ernesto Geisel,Parda,Mais de 2 a 3 SM,470
Ernesto Geisel,Parda,Mais de 3 a 5 SM,386
Ernesto Geisel,Parda,Mais de 5 a 10 SM,207
Ernesto Geisel,Parda,Mais de 10 SM,34
Ernesto Geisel,Parda,Sem rendimento,1905
Ernesto Geisel,Parda,Total,5740
Ernesto Geisel,Preta,Até 1/2 SM,10
Ernesto Geisel,Preta,Mais de 1/2 a 1 SM,135
Ernesto Geisel,Preta,Mais de 1 a 2 SM,169
Ernesto Geisel,Preta,Mais de 2 a 3 SM,70
Ernesto Geisel,Preta,Mais de 3 a 5 SM,59
Ernesto Geisel,Preta,Mais de 5 a 10 SM,34
Ernesto Geisel,Preta,Mais de 10 SM,6
Ernesto Geisel,Preta,Sem rendimento,192
Ernesto Geisel,Preta,Total,675
Ernesto Geisel,Indígena,Até 1/2 SM,2
Ernesto Geisel,Indígena,Mais de 1/2 a 1 SM,5
Ernesto Geisel,Indígena,Mais de 1 a 2 SM,3
Ernesto Geisel,Indígena,Mais de 2 a 3 SM,2
Ernesto Geisel,Indígena,Mais de 3 a 5 SM,5
Ernesto Geisel,Indígena,Mais de 5 a 10 SM,3
Ernesto Geisel,Indígena,Mais de 10 SM,0
Ernesto Geisel,Indígena,Sem rendimento,4
Ernesto Geisel,Indígena,Total,24
Ernesto Geisel,Amarela,Até 1/2 SM,4
Ernesto Geisel,Amarela,Mais de 1/2 a 1 SM,43
Ernesto Geisel,Amarela,Mais de 1 a 2 SM,45
Ernesto Geisel,Amarela,Mais de 2 a 3 SM,14
Ernesto Geisel,Amarela,Mais de 3 a 5 SM,12
Ernesto Geisel,Amarela,Mais de 5 a 10 SM,9
Ernesto Geisel,Amarela,Mais de 10 SM,0
Ernesto Geisel,Amarela,Sem rendimento,68
Ernesto Geisel,Amarela,Total,195
Ernesto Geisel,Total,Até 1/2 SM,305
Ernesto Geisel,Total,Mais de 1/2 a 1 SM,2426
Ernesto Geisel,Total,Mais de 1 a 2 SM,2935
Ernesto Geisel,Total,Mais de 2 a 3 SM,1066
Ernesto Geisel,Total,Mais de 3 a 5 SM,902
Ernesto Geisel,Total,Mais de 5 a 10 SM,515
Ernesto Geisel,Total,Mais de 10 SM,70
Ernesto Geisel,Total,Sem rendimento,4098
Ernesto Geisel,Total,Total,12317
Estados,Branca,Até 1/2 SM,28
Estados,Branca,Mais de 1/2 a 1 SM,483
Estados,Branca,Mais de 1 a 2 SM,516
Estados,Branca,Mais de 2 a 3 SM,304
Estados,Branca,Mais de 3 a 5 SM,493
Estados,Branca,Mais de 5 a 10 SM,718
Estados,Branca,Mais de 10 SM,536
Estados,Branca,Sem rendimento,1436
Estados,Branca,Total,4514
Estados,Parda,Até 1/2 SM,22
Estados,Parda,Mais de 1/2 a 1 SM,353
Estados,Parda,Mais de 1 a 2 SM,235
Estados,Parda,Mais de 2 a 3 SM,146
Estados,Parda,Mais de 3 a 5 SM,209
Estados,Parda,Mais de 5 a 10 SM,295
Estados,Parda,Mais de 10 SM,194
Estados,Parda,Sem rendimento,600
Estados,Parda,Total,2054
Estados,Preta,Até 1/2 SM,1
Estados,Preta,Mais de 1/2 a 1 SM,54
Estados,Preta,Mais de 1 a 2 SM,18
Estados,Preta,Mais de 2 a 3 SM,11
Estados,Preta,Mais de 3 a 5 SM,20
Estados,Preta,Mais de 5 a 10 SM,19
Estados,Preta,Mais de 10 SM,15
Estados,Preta,Sem rendimento,44
Estados,Preta,Total,182
Estados,Indígena,Até 1/2 SM,0
Estados,Indígena,Mais de 1/2 a 1 SM,1
Estados,Indígena,Mais de 1 a 2 SM,2
Estados,Indígena,Mais de 2 a 3 SM,0
Estados,Indígena,Mais de 3 a 5 SM,0
Estados,Indígena,Mais de 5 a 10 SM,0
Estados,Indígena,Mais de 10 SM,0
Estados,Indígena,Sem rendimento,2
Estados,Indígena,Total,5
Estados,Amarela,Até 1/2 SM,2
Estados,Amarela,Mais de 1/2 a 1 SM,11
Estados,Amarela,Mais de 1 a 2 SM,9
Estados,Amarela,Mais de 2 a 3 SM,8
Estados,Amarela,Mais de 3 a 5 SM,10
Estados,Amarela,Mais de 5 a 10 SM,8
Estados,Amarela,Mais de 10 SM,6
Estados,Amarela,Sem rendimento,23
Estados,Amarela,Total,77
Estados,Total,Até 1/2 SM,53
Estados,Total,Mais de 1/2 a 1 SM,902
Estados,Total,Mais de 1 a 2 SM,780
Estados,Total,Mais de 2 a 3 SM,469
Estados,Total,Mais de 3 a 5 SM,732
Estados,Total,Mais de 5 a 10 SM,1040
Estados,Total,Mais de 10 SM,751
Estados,Total,Sem rendimento,2105
Estados,Total,Total,6832
Expedicionários,Branca,Até 1/2 SM,20
Expedicionários,Branca,Mais de 1/2 a 1 SM,277
Expedicionários,Branca,Mais de 1 a 2 SM,243
Expedicionários,Branca,Mais de 2 a 3 SM,122
Expedicionários,Branca,Mais de 3 a 5 SM,201
Expedicionários,Branca,Mais de 5 a 10 SM,247
Expedicionários,Branca,Mais de 10 SM,138
Expedicionários,Branca,Sem rendimento,617
Expedicionários,Branca,Total,1865
Expedicionários,Parda,Até 1/2 SM,26
Expedicionários,Parda,Mais de 1/2 a 1 SM,265
Expedicionários,Parda,Mais de 1 a 2 SM,161
Expedicionários,Parda,Mais de 2 a 3 SM,84
Expedicionários,Parda,Mais de 3 a 5 SM,78
Expedicionários,Parda,Mais de 5 a 10 SM,95
Expedicionários,Parda,Mais de 10 SM,46
Expedicionários,Parda,Sem rendimento,421
Expedicionários,Parda,Total,1176
Expedicionários,Preta,Até 1/2 SM,3
Expedicionários,Preta,Mais de 1/2 a 1 SM,61
Expedicionários,Preta,Mais de 1 a 2 SM,21
Expedicionários,Preta,Mais de 2 a 3 SM,13
Expedicionários,Preta,Mais de 3 a 5 SM,6
Expedicionários,Preta,Mais de 5 a 10 SM,10
Expedicionários,Preta,Mais de 10 SM,3
Expedicionários,Preta,Sem rendimento,44
Expedicionários,Preta,Total,161
Expedicionários,Indígena,Até 1/2 SM,0
Expedicionários,Indígena,Mais de 1/2 a 1 SM,0
Expedicionários,Indígena,Mais de 1 a 2 SM,1
Expedicionários,Indígena,Mais de 2 a 3 SM,0
Expedicionários,Indígena,Mais de 3 a 5 SM,0
Expedicionários,Indígena,Mais de 5 a 10 SM,0
Expedicionários,Indígena,Mais de 10 SM,0
Expedicionários,Indígena,Sem rendimento,0
Expedicionários,Indígena,Total,1
Expedicionários,Amarela,Até 1/2 SM,3
Expedicionários,Amarela,Mais de 1/2 a 1 SM,13
Expedicionários,Amarela,Mais de 1 a 2 SM,4
Expedicionários,Amarela,Mais de 2 a 3 SM,4
Expedicionários,Amarela,Mais de 3 a 5 SM,2
Expedicionários,Amarela,Mais de 5 a 10 SM,6
Expedicionários,Amarela,Mais de 10 SM,3
Expedicionários,Amarela,Sem rendimento,27
Expedicionários,Amarela,Total,62
Expedicionários,Total,Até 1/2 SM,52
Expedicionários,Total,Mais de 1/2 a 1 SM,616
Expedicionários,Total,Mais de 1 a 2 SM,430
Expedicionários,Total,Mais de 2 a 3 SM,223
Expedicionários,Total,Mais de 3 a 5 SM,287
Expedicionários,Total,Mais de 5 a 10 SM,358
Expedicionários,Total,Mais de 10 SM,190
Expedicionários,Total,Sem rendimento,1109
Expedicionários,Total,Total,3265
Funcionários,Branca,Até 1/2 SM,272
Funcionários,Branca,Mais de 1/2 a 1 SM,1345
Funcionários,Branca,Mais de 1 a 2 SM,1032
Funcionários,Branca,Mais de 2 a 3 SM,336
Funcionários,Branca,Mais de 3 a 5 SM,245
Funcionários,Branca,Mais de 5 a 10 SM,123
Funcionários,Branca,Mais de 10 SM,17
Funcionários,Branca,Sem rendimento,2127
Funcionários,Branca,Total,5497
Funcionários,Parda,Até 1/2 SM,462
Funcionários,Parda,Mais de 1/2 a 1 SM,1694
Funcionários,Parda,Mais de 1 a 2 SM,1343
Funcionários,Parda,Mais de 2 a 3 SM,328
Funcionários,Parda,Mais de 3 a 5 SM,215
Funcionários,Parda,Mais de 5 a 10 SM,125
Funcionários,Parda,Mais de 10 SM,5
Funcionários,Parda,Sem rendimento,2799
Funcionários,Parda,Total,6971
Funcionários,Preta,Até 1/2 SM,42
Funcionários,Preta,Mais de 1/2 a 1 SM,243
Funcionários,Preta,Mais de 1 a 2 SM,194
Funcionários,Preta,Mais de 2 a 3 SM,50
Funcionários,Preta,Mais de 3 a 5 SM,47
Funcionários,Preta,Mais de 5 a 10 SM,24
Funcionários,Preta,Mais de 10 SM,3
Funcionários,Preta,Sem rendimento,359
Funcionários,Preta,Total,962
Funcionários,Indígena,Até 1/2 SM,0
Funcionários,Indígena,Mais de 1/2 a 1 SM,2
Funcionários,Indígena,Mais de 1 a 2 SM,7
Funcionários,Indígena,Mais de 2 a 3 SM,1
Funcionários,Indígena,Mais de 3 a 5 SM,2
Funcionários,Indígena,Mais de 5 a 10 SM,0
Funcionários,Indígena,Mais de 10 SM,0
Funcionários,Indígena,Sem rendimento,2
Funcionários,Indígena,Total,14
Funcionários,Amarela,Até 1/2 SM,6
Funcionários,Amarela,Mais de 1/2 a 1 SM,49
Funcionários,Amarela,Mais de 1 a 2 SM,34
Funcionários,Amarela,Mais de 2 a 3 SM,14
Funcionários,Amarela,Mais de 3 a 5 SM,9
Funcionários,Amarela,Mais de 5 a 10 SM,2
Funcionários,Amarela,Mais de 10 SM,0
Funcionários,Amarela,Sem rendimento,71
Funcionários,Amarela,Total,185
Funcionários,Total,Até 1/2 SM,782
Funcionários,Total,Mais de 1/2 a 1 SM,3333
Funcionários,Total,Mais de 1 a 2 SM,2610
Funcionários,Total,Mais de 2 a 3 SM,729
Funcionários,Total,Mais de 3 a 5 SM,518
Funcionários,Total,Mais de 5 a 10 SM,274
Funcionários,Total,Mais de 10 SM,25
Funcionários,Total,Sem rendimento,5358
Funcionários,Total,Total,13629
Gramame,Branca,Até 1/2 SM,584
Gramame,Branca,Mais de 1/2 a 1 SM,1911
Gramame,Branca,Mais de 1 a 2 SM,1466
Gramame,Branca,Mais de 2 a 3 SM,166
Gramame,Branca,Mais de 3 a 5 SM,75
Gramame,Branca,Mais de 5 a 10 SM,36
Gramame,Branca,Mais de 10 SM,18
Gramame,Branca,Sem rendimento,3005
Gramame,Branca,Total,7261
Gramame,Parda,Até 1/2 SM,1292
Gramame,Parda,Mais de 1/2 a 1 SM,2942
Gramame,Parda,Mais de 1 a 2 SM,1518
Gramame,Parda,Mais de 2 a 3 SM,245
Gramame,Parda,Mais de 3 a 5 SM,97
Gramame,Parda,Mais de 5 a 10 SM,32
Gramame,Parda,Mais de 10 SM,5
Gramame,Parda,Sem rendimento,4342
Gramame,Parda,Total,10473
Gramame,Preta,Até 1/2 SM,189
Gramame,Preta,Mais de 1/2 a 1 SM,509
Gramame,Preta,Mais de 1 a 2 SM,252
Gramame,Preta,Mais de 2 a 3 SM,52
Gramame,Preta,Mais de 3 a 5 SM,22
Gramame,Preta,Mais de 5 a 10 SM,7
Gramame,Preta,Mais de 10 SM,1
Gramame,Preta,Sem rendimento,570
Gramame,Preta,Total,1602
Gramame,Indígena,Até 1/2 SM,9
Gramame,Indígena,Mais de 1/2 a 1 SM,22
Gramame,Indígena,Mais de 1 a 2 SM,16
Gramame,Indígena,Mais de 2 a 3 SM,5
Gramame,Indígena,Mais de 3 a 5 SM,3
Gramame,Indígena,Mais de 5 a 10 SM,0
Gramame,Indígena,Mais de 10 SM,0
Gramame,Indígena,Sem rendimento,25
Gramame,Indígena,Total,80
Gramame,Amarela,Até 1/2 SM,55
Gramame,Amarela,Mais de 1/2 a 1 SM,105
Gramame,Amarela,Mais de 1 a 2 SM,59
Gramame,Amarela,Mais de 2 a 3 SM,9
Gramame,Amarela,Mais de 3 a 5 SM,4
Gramame,Amarela,Mais de 5 a 10 SM,0
Gramame,Amarela,Mais de 10 SM,0
Gramame,Amarela,Sem rendimento,132
Gramame,Amarela,Total,364
Gramame,Total,Até 1/2 SM,2129
Gramame,Total,Mais de 1/2 a 1 SM,5489
Gramame,Total,Mais de 1 a 2 SM,3311
Gramame,Total,Mais de 2 a 3 SM,477
Gramame,Total,Mais de 3 a 5 SM,201
Gramame,Total,Mais de 5 a 10 SM,75
Gramame,Total,Mais de 10 SM,24
Gramame,Total,Sem rendimento,8074
Gramame,Total,Total,19780
Grotão,Branca,Até 1/2 SM,177
Grotão,Branca,Mais de 1/2 a 1 SM,522
Grotão,Branca,Mais de 1 a 2 SM,225
Grotão,Branca,Mais de 2 a 3 SM,26
Grotão,Branca,Mais de 3 a 5 SM,10
Grotão,Branca,Mais de 5 a 10 SM,7
Grotão,Branca,Mais de 10 SM,1
Grotão,Branca,Sem rendimento,648
Grotão,Branca,Total,1616
Grotão,Parda,Até 1/2 SM,362
Grotão,Parda,Mais de 1/2 a 1 SM,1026
Grotão,Parda,Mais de 1 a 2 SM,350
Grotão,Parda,Mais de 2 a 3 SM,42
Grotão,Parda,Mais de 3 a 5 SM,21
Grotão,Parda,Mais de 5 a 10 SM,6
Grotão,Parda,Mais de 10 SM,1
Grotão,Parda,Sem rendimento,1243
Grotão,Parda,Total,3051
Grotão,Preta,Até 1/2 SM,49
Grotão,Preta,Mais de 1/2 a 1 SM,144
Grotão,Preta,Mais de 1 a 2 SM,69
Grotão,Preta,Mais de 2 a 3 SM,8
Grotão,Preta,Mais de 3 a 5 SM,1
Grotão,Preta,Mais de 5 a 10 SM,0
Grotão,Preta,Mais de 10 SM,1
Grotão,Preta,Sem rendimento,155
Grotão,Preta,Total,427
Grotão,Indígena,Até 1/2 SM,3
Grotão,Indígena,Mais de 1/2 a 1 SM,1
Grotão,Indígena,Mais de 1 a 2 SM,3
Grotão,Indígena,Mais de 2 a 3 SM,0
Grotão,Indígena,Mais de 3 a 5 SM,0
Grotão,Indígena,Mais de 5 a 10 SM,0
Grotão,Indígena,Mais de 10 SM,0
Grotão,Indígena,Sem rendimento,1
Grotão,Indígena,Total,8
Grotão,Amarela,Até 1/2 SM,10
Grotão,Amarela,Mais de 1/2 a 1 SM,37
Grotão,Amarela,Mais de 1 a 2 SM,21
Grotão,Amarela,Mais de 2 a 3 SM,6
Grotão,Amarela,Mais de 3 a 5 SM,0
Grotão,Amarela,Mais de 5 a 10 SM,0
Grotão,Amarela,Mais de 10 SM,0
Grotão,Amarela,Sem rendimento,60
Grotão,Amarela,Total,134
Grotão,Total,Até 1/2 SM,601
Grotão,Total,Mais de 1/2 a 1 SM,1730
Grotão,Total,Mais de 1 a 2 SM,668
Grotão,Total,Mais de 2 a 3 SM,82
Grotão,Total,Mais de 3 a 5 SM,32
Grotão,Total,Mais de 5 a 10 SM,13
Grotão,Total,Mais de 10 SM,3
Grotão,Total,Sem rendimento,2107
Grotão,Total,Total,5236
Ilha do Bispo,Branca,Até 1/2 SM,133
Ilha do Bispo,Branca,Mais de 1/2 a 1 SM,493
Ilha do Bispo,Branca,Mais de 1 a 2 SM,190
Ilha do Bispo,Branca,Mais de 2 a 3 SM,35
Ilha do Bispo,Branca,Mais de 3 a 5 SM,16
Ilha do Bispo,Branca,Mais de 5 a 10 SM,10
Ilha do Bispo,Branca,Mais de 10 SM,1
Ilha do Bispo,Branca,Sem rendimento,1027
Ilha do Bispo,Branca,Total,1905
Ilha do Bispo,Parda,Até 1/2 SM,317
Ilha do Bispo,Parda,Mais de 1/2 a 1 SM,1023
Ilha do Bispo,Parda,Mais de 1 a 2 SM,310
Ilha do Bispo,Parda,Mais de 2 a 3 SM,46
Ilha do Bispo,Parda,Mais de 3 a 5 SM,22
Ilha do Bispo,Parda,Mais de 5 a 10 SM,3
Ilha do Bispo,Parda,Mais de 10 SM,3
Ilha do Bispo,Parda,Sem rendimento,2023
Ilha do Bispo,Parda,Total,3747
Ilha do Bispo,Preta,Até 1/2 SM,75
Ilha do Bispo,Preta,Mais de 1/2 a 1 SM,200
Ilha do Bispo,Preta,Mais de 1 a 2 SM,74
Ilha do Bispo,Preta,Mais de 2 a 3 SM,11
Ilha do Bispo,Preta,Mais de 3 a 5 SM,11
Ilha do Bispo,Preta,Mais de 5 a 10 SM,3
Ilha do Bispo,Preta,Mais de 10 SM,1
Ilha do Bispo,Preta,Sem rendimento,394
Ilha do Bispo,Preta,Total,769
Ilha do Bispo,Indígena,Até 1/2 SM,3
Ilha do Bispo,Indígena,Mais de 1/2 a 1 SM,4
Ilha do Bispo,Indígena,Mais de 1 a 2 SM,2
Ilha do Bispo,Indígena,Mais de 2 a 3 SM,0
Ilha do Bispo,Indígena,Mais de 3 a 5 SM,0
Ilha do Bispo,Indígena,Mais de 5 a 10 SM,0
Ilha do Bispo,Indígena,Mais de 10 SM,0
Ilha do Bispo,Indígena,Sem rendimento,21
Ilha do Bispo,Indígena,Total,30
Ilha do Bispo,Amarela,Até 1/2 SM,9
Ilha do Bispo,Amarela,Mais de 1/2 a 1 SM,26
Ilha do Bispo,Amarela,Mais de 1 a 2 SM,6
Ilha do Bispo,Amarela,Mais de 2 a 3 SM,1
Ilha do Bispo,Amarela,Mais de 3 a 5 SM,0
Ilha do Bispo,Amarela,Mais de 5 a 10 SM,0
Ilha do Bispo,Amarela,Mais de 10 SM,0
Ilha do Bispo,Amarela,Sem rendimento,68
Ilha do Bispo,Amarela,Total,110
Ilha do Bispo,Total,Até 1/2 SM,537
Ilha do Bispo,Total,Mais de 1/2 a 1 SM,1746
Ilha do Bispo,Total,Mais de 1 a 2 SM,582
Ilha do Bispo,Total,Mais de 2 a 3 SM,93
Ilha do Bispo,Total,Mais de 3 a 5 SM,49
Ilha do Bispo,Total,Mais de 5 a 10 SM,16
Ilha do Bispo,Total,Mais de 10 SM,5
Ilha do Bispo,Total,Sem rendimento,3533
Ilha do Bispo,Total,Total,6561
Indústrias,Branca,Até 1/2 SM,177
Indústrias,Branca,Mais de 1/2 a 1 SM,805
Indústrias,Branca,Mais de 1 a 2 SM,387
Indústrias,Branca,Mais de 2 a 3 SM,94
Indústrias,Branca,Mais de 3 a 5 SM,63
Indústrias,Branca,Mais de 5 a 10 SM,37
Indústrias,Branca,Mais de 10 SM,5
Indústrias,Branca,Sem rendimento,1157
Indústrias,Branca,Total,2725
Indústrias,Parda,Até 1/2 SM,274
Indústrias,Parda,Mais de 1/2 a 1 SM,1122
Indústrias,Parda,Mais de 1 a 2 SM,504
Indústrias,Parda,Mais de 2 a 3 SM,108
Indústrias,Parda,Mais de 3 a 5 SM,62
Indústrias,Parda,Mais de 5 a 10 SM,18
Indústrias,Parda,Mais de 10 SM,6
Indústrias,Parda,Sem rendimento,1630
Indústrias,Parda,Total,3724
Indústrias,Preta,Até 1/2 SM,59
Indústrias,Preta,Mais de 1/2 a 1 SM,232
Indústrias,Preta,Mais de 1 a 2 SM,111
Indústrias,Preta,Mais de 2 a 3 SM,22
Indústrias,Preta,Mais de 3 a 5 SM,8
Indústrias,Preta,Mais de 5 a 10 SM,4
Indústrias,Preta,Mais de 10 SM,0
Indústrias,Preta,Sem rendimento,263
Indústrias,Preta,Total,699
Indústrias,Indígena,Até 1/2 SM,2
Indústrias,Indígena,Mais de 1/2 a 1 SM,4
Indústrias,Indígena,Mais de 1 a 2 SM,3
Indústrias,Indígena,Mais de 2 a 3 SM,0
Indústrias,Indígena,Mais de 3 a 5 SM,0
Indústrias,Indígena,Mais de 5 a 10 SM,1
Indústrias,Indígena,Mais de 10 SM,0
Indústrias,Indígena,Sem rendimento,6
Indústrias,Indígena,Total,16
Indústrias,Amarela,Até 1/2 SM,14
Indústrias,Amarela,Mais de 1/2 a 1 SM,47
Indústrias,Amarela,Mais de 1 a 2 SM,27
Indústrias,Amarela,Mais de 2 a 3 SM,6
Indústrias,Amarela,Mais de 3 a 5 SM,5
Indústrias,Amarela,Mais de 5 a 10 SM,1
Indústrias,Amarela,Mais de 10 SM,0
Indústrias,Amarela,Sem rendimento,63
Indústrias,Amarela,Total,163
Indústrias,Total,Até 1/2 SM,526
Indústrias,Total,Mais de 1/2 a 1 SM,2210
Indústrias,Total,Mais de 1 a 2 SM,1032
Indústrias,Total,Mais de 2 a 3 SM,230
Indústrias,Total,Mais de 3 a 5 SM,138
Indústrias,Total,Mais de 5 a 10 SM,61
Indústrias,Total,Mais de 10 SM,11
Indústrias,Total,Sem rendimento,3119
Indústrias,Total,Total,7327
Ipês,Branca,Até 1/2 SM,104
Ipês,Branca,Mais de 1/2 a 1 SM,656
Ipês,Branca,Mais de 1 a 2 SM,521
Ipês,Branca,Mais de 2 a 3 SM,232
Ipês,Branca,Mais de 3 a 5 SM,291
Ipês,Branca,Mais de 5 a 10 SM,261
Ipês,Branca,Mais de 10 SM,88
Ipês,Branca,Sem rendimento,1230
Ipês,Branca,Total,3383
Ipês,Parda,Até 1/2 SM,255
Ipês,Parda,Mais de 1/2 a 1 SM,1000
Ipês,Parda,Mais de 1 a 2 SM,522
Ipês,Parda,Mais de 2 a 3 SM,192
Ipês,Parda,Mais de 3 a 5 SM,204
Ipês,Parda,Mais de 5 a 10 SM,148
Ipês,Parda,Mais de 10 SM,41
Ipês,Parda,Sem rendimento,1453
Ipês,Parda,Total,3815
Ipês,Preta,Até 1/2 SM,29
Ipês,Preta,Mais de 1/2 a 1 SM,146
Ipês,Preta,Mais de 1 a 2 SM,55
Ipês,Preta,Mais de 2 a 3 SM,17
Ipês,Preta,Mais de 3 a 5 SM,12
Ipês,Preta,Mais de 5 a 10 SM,7
Ipês,Preta,Mais de 10 SM,4
Ipês,Preta,Sem rendimento,118
Ipês,Preta,Total,388
Ipês,Indígena,Até 1/2 SM,3
Ipês,Indígena,Mais de 1/2 a 1 SM,2
Ipês,Indígena,Mais de 1 a 2 SM,0
Ipês,Indígena,Mais de 2 a 3 SM,2
Ipês,Indígena,Mais de 3 a 5 SM,0
Ipês,Indígena,Mais de 5 a 10 SM,1
Ipês,Indígena,Mais de 10 SM,1
Ipês,Indígena,Sem rendimento,3
Ipês,Indígena,Total,12
Ipês,Amarela,Até 1/2 SM,12
Ipês,Amarela,Mais de 1/2 a 1 SM,51
Ipês,Amarela,Mais de 1 a 2 SM,23
Ipês,Amarela,Mais de 2 a 3 SM,5
Ipês,Amarela,Mais de 3 a 5 SM,5
Ipês,Amarela,Mais de 5 a 10 SM,5
Ipês,Amarela,Mais de 10 SM,1
Ipês,Amarela,Sem rendimento,51
Ipês,Amarela,Total,153
Ipês,Total,Até 1/2 SM,403
Ipês,Total,Mais de 1/2 a 1 SM,1855
Ipês,Total,Mais de 1 a 2 SM,1121
Ipês,Total,Mais de 2 a 3 SM,448
Ipês,Total,Mais de 3 a 5 SM,512
Ipês,Total,Mais de 5 a 10 SM,422
Ipês,Total,Mais de 10 SM,135
Ipês,Total,Sem rendimento,2855
Ipês,Total,Total,7751
Jaguaribe,Branca,Até 1/2 SM,141
Jaguaribe,Branca,Mais de 1/2 a 1 SM,1262
Jaguaribe,Branca,Mais de 1 a 2 SM,1158
Jaguaribe,Branca,Mais de 2 a 3 SM,571
Jaguaribe,Branca,Mais de 3 a 5 SM,544
Jaguaribe,Branca,Mais de 5 a 10 SM,490
Jaguaribe,Branca,Mais de 10 SM,143
Jaguaribe,Branca,Sem rendimento,2048
Jaguaribe,Branca,Total,6357
Jaguaribe,Parda,Até 1/2 SM,254
Jaguaribe,Parda,Mais de 1/2 a 1 SM,1436
Jaguaribe,Parda,Mais de 1 a 2 SM,1010
Jaguaribe,Parda,Mais de 2 a 3 SM,412
Jaguaribe,Parda,Mais de 3 a 5 SM,422
Jaguaribe,Parda,Mais de 5 a 10 SM,345
Jaguaribe,Parda,Mais de 10 SM,102
Jaguaribe,Parda,Sem rendimento,1956
Jaguaribe,Parda,Total,5937
Jaguaribe,Preta,Até 1/2 SM,31
Jaguaribe,Preta,Mais de 1/2 a 1 SM,163
Jaguaribe,Preta,Mais de 1 a 2 SM,127
Jaguaribe,Preta,Mais de 2 a 3 SM,48
Jaguaribe,Preta,Mais de 3 a 5 SM,36
Jaguaribe,Preta,Mais de 5 a 10 SM,25
Jaguaribe,Preta,Mais de 10 SM,10
Jaguaribe,Preta,Sem rendimento,149
Jaguaribe,Preta,Total,589
Jaguaribe,Indígena,Até 1/2 SM,1
Jaguaribe,Indígena,Mais de 1/2 a 1 SM,12
Jaguaribe,Indígena,Mais de 1 a 2 SM,6
Jaguaribe,Indígena,Mais de 2 a 3 SM,6
Jaguaribe,Indígena,Mais de 3 a 5 SM,6
Jaguaribe,Indígena,Mais de 5 a 10 SM,4
Jaguaribe,Indígena,Mais de 10 SM,0
Jaguaribe,Indígena,Sem rendimento,24
Jaguaribe,Indígena,Total,59
Jaguaribe,Amarela,Até 1/2 SM,6
Jaguaribe,Amarela,Mais de 1/2 a 1 SM,25
Jaguaribe,Amarela,Mais de 1 a 2 SM,35
Jaguaribe,Amarela,Mais de 2 a 3 SM,15
Jaguaribe,Amarela,Mais de 3 a 5 SM,16
Jaguaribe,Amarela,Mais de 5 a 10 SM,13
